company_id,year,net_profit_margin,operational_profit_margin,returns_on_equity,returns_on_capital_employment,returns_on_assets,debt_to_equity,high_leverage_flag,interest_coverage_ratio,icr_label,icr_warning_flag,net_debt,asset_turn_over
TVSMOTOR,2016-03,3.771,7.199,23.584,28.144,8.337,0.600,False,13.029,,False,148.000,2.211
TVSMOTOR,2017-03,4.084,6.989,22.959,24.688,8.306,0.591,False,17.233,,False,156.000,2.034
TVSMOTOR,2018-03,4.070,9.614,24.832,16.354,5.042,2.587,False,4.858,,False,6507.000,1.239
TVSMOTOR,2019-03,3.596,10.729,22.863,17.347,4.342,2.932,False,3.300,,False,8858.000,1.207
TVSMOTOR,2020-03,3.433,12.011,19.708,15.221,3.357,3.531,False,2.662,,False,11220.000,0.978
TVSMOTOR,2021-03,3.131,11.493,15.887,13.945,2.781,3.182,False,2.574,,False,11711.000,0.888
TVSMOTOR,2022-03,3.001,11.312,16.614,13.620,2.716,3.597,False,2.926,,False,15222.000,0.905
TVSMOTOR,2023-03,4.094,12.595,23.778,14.444,3.737,4.065,False,3.043,,False,21409.000,0.913
TVSMOTOR,2024-03,4.545,14.050,26.223,16.773,4.233,3.833,False,2.908,,False,24883.000,0.931
INDIGO,2013-03,8.552,90.710,17886.364,54207.792,3026.923,2.500,False,28.233,,False,11.000,353.962
INDIGO,2014-03,4.264,96.105,10772.727,58065.217,1354.286,3.182,False,27.335,,False,14.000,317.629
INDIGO,2015-03,9.364,86.334,4939.394,39546.053,2137.705,0.152,False,30.471,,False,3.000,228.279
INDIGO,2016-03,12.305,80.397,1534.776,9443.959,1013.265,0.062,False,25.235,,False,-116.000,82.347
INDIGO,2017-03,8.929,88.062,1692.857,10908.000,674.390,0.531,False,20.753,,False,36.000,75.528
INDIGO,2018-03,9.739,86.838,2242.000,12981.169,803.584,0.540,False,21.124,,False,39.000,82.513
INDIGO,2019-03,0.547,100.530,120.930,13201.843,41.823,0.682,False,21.620,,False,68.000,76.399
INDIGO,2020-03,-0.694,88.620,-138.547,12475.197,-58.768,0.419,False,20.704,,False,54.000,84.730
INDIGO,2021-03,-42.149,99.980,-1094.149,2554.625,-760.912,0.016,False,14.129,,False,-41.000,18.053
INDIGO,2022-03,-1.222,97.848,-48.769,3832.779,-34.457,0.018,False,35.000,,False,-161.000,28.186
INDIGO,2023-03,-0.582,88.025,-40.798,6074.271,-29.849,0.015,False,33.500,,False,-120.000,51.267
INDIGO,2024-03,11.853,76.299,892.568,5640.880,668.331,0.019,False,22.613,,False,-171.000,56.386
